fold,seed,layer,acc,epoch
4,92,7,0.9175,85
4,92,8,0.9125,79
4,92,9,0.915,83
4,92,10,0.9175,79
4,92,11,0.92,70
4,93,0,0.3925,78
4,93,1,0.765,67
4,93,2,0.8175,72
4,93,3,0.855,63
4,93,4,0.8725,72
4,93,5,0.9025,78
4,93,6,0.915,97
4,93,7,0.9225,74
4,93,8,0.925,89
4,93,9,0.9325,74
4,93,10,0.9325,74
4,93,11,0.93,74
4,94,0,0.42,99
4,94,1,0.725,67
4,94,2,0.825,71
4,94,3,0.8525,65
4,94,4,0.905,62
4,94,5,0.925,77
4,94,6,0.9325,77
4,94,7,0.9375,74
4,94,8,0.935,76
4,94,9,0.9375,79
4,94,10,0.9375,79
4,94,11,0.935,44
4,95,0,0.3875,79
4,95,1,0.715,75
4,95,2,0.8025,55
4,95,3,0.845,39
4,95,4,0.8775,44
4,95,5,0.9075,90
4,95,6,0.9175,87
4,95,7,0.925,91
4,95,8,0.9225,67
4,95,9,0.9225,87
4,95,10,0.925,87
4,95,11,0.9275,86
4,96,0,0.4025,78
4,96,1,0.72,55
4,96,2,0.8275,48
4,96,3,0.8625,55
4,96,4,0.89,64
4,96,5,0.92,63
4,96,6,0.9375,63
4,96,7,0.935,80
4,96,8,0.9375,86
4,96,9,0.94,80
4,96,10,0.945,82
4,96,11,0.945,82
4,97,0,0.405,89
4,97,1,0.715,75
4,97,2,0.81,74
4,97,3,0.8425,89
4,97,4,0.875,75
4,97,5,0.905,81
4,97,6,0.915,79
4,97,7,0.9225,86
4,97,8,0.92,79
4,97,9,0.9275,88
4,97,10,0.93,89
4,97,11,0.9325,89
4,98,0,0.405,86
4,98,1,0.7325,58
4,98,2,0.82,57
4,98,3,0.85,74
4,98,4,0.88,73
4,98,5,0.9175,95
4,98,6,0.9275,87
4,98,7,0.935,88
4,98,8,0.9325,74
4,98,9,0.9425,89
4,98,10,0.9425,88
4,98,11,0.945,91
4,99,0,0.3925,76
4,99,1,0.7075,79
4,99,2,0.81,88
4,99,3,0.8475,80
4,99,4,0.885,72
4,99,5,0.915,68
4,99,6,0.92,70
4,99,7,0.9225,95
4,99,8,0.9275,66
4,99,9,0.9275,71
4,99,10,0.93,71
4,99,11,0.9325,68
